Review,Sentiment
"Charged €99,99 without warning – poor communication and misleading refund promise!I was charged €99,99 EUR through PayPal without any prior notice or reminder. I had made what I thought was a one-time payment, and I don’t even remember using the platform—so clearly, it wasn’t useful for my needs at all.When I opened PayPal's Resolution Center, I saw this message from them:""Did you know that it takes 30 days to resolve a dispute and receive your money back here? Contact us at (their support email) to cancel your subscription and/or receive a refund in 1 day, no questions asked. Do not waste your time! We are available 24/7 and will resolve your issue ASAP! Have a wonderful day ahead!""But that’s not what is happening. Their communication has been slow and dragging on. I submitted the form they requested right away, but I’m still waiting for a resolution, as they say they did not receive it!!!I will wait one more day and file a claim on PayPal.As a digital entrepreneur selling courses and memberships as well, all my clients get notifications so that they are aware and make changes to their credit card details or cancel in advance. So this has been a really disappointing experience.I DO NOT recommend RISEGUIDE to anyone.",Positive
Ideas and input always help you get better.,Positive
"Simple and concise, made easy to understand.",Positive
"It s cristal clear, but just the theory",Positive
"I once bought a one time service for 19,95And couple weeks later they took money from my account 59,95. They never informed me about any subscribtion at forehand.When i contacted them they first said leave me a review and then we will give you a refund.Then after i left them a postive review they said sorry we can only give you half.And the worst thing about it is they never gave me a subscribtion for anything!Dont do buisness with them stay away!",Negative
I bought a guide from them for €22. I later found that they auto subscribed me for a year at €66 - I complained and they offered me a 50% refund. Auto subscription is illegal! Don’t use Riseguide.,Negative
"Just getting started, but so far it is really helping me understand what I need to do to get my voice out there…",Positive
They charged me €59.99 without me having requested it. It's a scam.,Neutral
Giving a full descriptive way on how to grow your brand.,Positive
Got a lot of information,Neutral
Looking good so far,Positive
I am starting to use it and I hope that I will attract more followers,Positive
So far I’m learning and realizing what w can star to do🫶,Neutral
Easy to use and understand. Clear and concise.,Positive
"Until now, I really enjoy this app (I’ve been using it for the first time today and I’ve already learned something)!",Positive
They teach you what you need to know,Neutral
I want to give the massage ti everyone,Neutral
So far I’ve learned a ton and I’m only on day 2!,Neutral
Cool Very good project and great team work always success and best project invest,Positive
Very informative,Positive
Seems like a solid way to learn some confidence.,Neutral
I’m excited,Positive
Only giving 1 star because I can’t give less. Enquired and looked at a one off item. A few months later I can see they’ve been taking nearly £60 every 4 weeks from my bank because somewhere within an enquiry and buying something I thought was a one off was actually a subscription- absolutely no useful information and hundreds down.Please be careful with this absolute scam of a business.Pay attention to their many 5 star reviews conveniently from people who have only ever reviewed them - not suspicious at all.,Neutral
Easy and user friendly - good for a complete beginner,Positive
I gained something in the first lesson! CLARITY!!! It finally makes sense! This is worth my time and worth every dime!,Positive
"Easy, clean, insightful interface and program",Positive
The information is straight forward. Easy to understand.,Positive
Too early to share feedbackKnowledge is something how to apply in real life different thing,Positive
"So far, the information about the algorithm and finding a niche seems very useful. Some may think, ""well no kidding, we know it's about that. Yet I kept thinking that ""hitting those buttons from the bottom up"" would solve anything. I was wrong.",Neutral
Step by step easy to understand,Positive
Intuitive. Practical.,Neutral
Easy to navigate and to the point - a great start!,Positive
Very easy to understand instructions and advice.,Positive
Good information,Positive
Given the correct pronunciation on creating The greatest expertise to build a  magnificent audience,Positive
Only just started using but easy to use so far,Positive
Very helpful. I love the guidance and short chapters to grow on Instagram.,Positive
Allow me to make great use of the material I capture.,Positive
So far so good! I really dig the insider scoop :),Positive
After posting today it seemed like more people are interested,Positive
Good insights for begginers! Little tips that worth a lot! I certainly plan to utilize their engagement tips,Positive
I want something else except from information,Neutral
"This is being explained in Easy to understand language that actually makes sense, there's no mumble of jumbo, there's no woo, woo, nothing like that. All this makes sense to me, and comes across as things that I can do easily if I focus and practice!",Positive
I have purchased courses about content creation before and so far I have been impressed by this app. It gave great content from the first lesson,Positive
Stay away! Very misleading. Pay for a one off course and they start taking £59.99 each month. Frustrating email replies and then will only give 50% refund.,Neutral
Great detail,Positive
"Absolutely Fraudulent – Stay Away!This website is a complete scam. I was shocked to discover that they have been charging me $61 every month for the past three months without my knowledge or consent. I never signed up for a subscription — I only intended to access a one-off course, and that’s it.It was only when my bank contacted me about suspicious transactions that I realised what had been happening. I was in total disbelief. There was no clear communication or reminder that I was being charged monthly.Trying to cancel the so-called subscription is a nightmare, and there seems to be no straightforward way to get a refund or even contact proper support. In the end, I had to change my card details just to stop these people from continuing to take money from me.",Neutral
Great app to make sure you are heading in the right direction.  Helps with confidence.,Positive
Great UX/UI. Easy to understand and immediately practical and helpful.,Positive
Fraudulent deductions from my account from the start. Even after chatting with their support team. Once they get hold of your card information they just keep stealing your money and lock you out of the app. All there seemingly good reviews are fake,Neutral
All information provided is clear and straightforward… hope I'll gain lots of knowledge at the end of my journey,Positive
You give great advice to beginners like me,Positive
Very informative !,Positive
"They keep it short easy and positive, they are not gonna lie. I thought this was an app that helped you advertise or locate people to follow. Was under that impression. This is teaching me stuff I kind of already know, but.. we’ll see",Positive
So far so good- just on the first lesson.,Positive
Good so far! They have you rate early.,Positive
It's a scam. They charge you without prior notice or email reming you that you are at the end of your subscription. They charge me 99€!!!And the app is not useful anyway. I barely used it.DON'T BUY!!!,Neutral
The clear pieces of useful wisdom and guidance and no speculations.,Positive
So far so good only just downloaded i suffer with learning disabilities and really want to get my own business running online so hopefully riseguide can get my followers up,Positive
Good information to apply,Positive
Trying to find persons reactions and getting a feedback ?,Neutral
Really if enjoyed lesson 1,Positive
So far easy and informative,Positive
I've just started using it. Time.will tell.,Neutral
Good catch up on how social media works !,Positive
"So far, this is very helpful. I am engaging with the lessons you’re teaching has so far is my favorite. This information has helped me and going forward. This is something I will use to engage my target audience.",Positive
Learning how to grow my engagements steadily,Positive
Love Friends,Positive
So far I love it,Positive
Beware! They will Auto subscribe you even you didnt agree.$70.47 was deducted in my account without a warning.,Neutral
It is helpful knowing how Facebook works and to maximize its impact.,Neutral
Very helpful knowledge,Positive
Only just started but its taught me a lot already,Neutral
After having a read through I realised my error of work and that I needed to learn more in order to expand my platform not to just knowledge but in creativity network,Positive
You can’t just say that Oasis Spa is great—you also need to show everyone on social media the services you can offer so they’ll follow you and engage with your content.,Neutral
thaks for the tips,Neutral
Clear and professional,Neutral
"It’s simple, clear, pragmatic, and inspired immediate downloads of Ah-ha’s!!! Brilliant for the New-to-This & Not-to-Old-to-Learn crowd!",Positive
"I downloaded RiseGuide after seeing an ad on Instagram, expecting a normal free app. During registration, I made what I thought was a one-time payment. However, I later discovered that recurring charges had started — without any notification, receipt, or clear confirmation of a subscription.The subscription did not appear in my Apple ID, and I never received any emails or invoices from the app. I couldn’t cancel it through standard means. I only discovered the charges by chance while checking my bank transactions — €19.99 (twice, one minute apart!) and two charges of €59.99. These amounts do not match the official pricing tiers listed in the App Store.When I contacted RiseGuide support, they admitted the terms might have been unclear, but only offered a partial refund, which I declined. After that, they stopped responding.This feels like a classic dark pattern: hidden subscriptions, no communication, automatic billing, and no full refund.I strongly do not recommend this app. If you’ve already been charged, contact your bank to request a chargeback and report the app to Apple",Neutral
Very fast respond with no problem of getting full refund.Best experience ever,Positive
even in the first lesson you understand the principles and logic and your mistakes,Positive
So far so good,Positive
I've used the app for like 5 mins so i can't really give accurate rating,Positive
Just starting but so far so good. Easy format.,Positive
Still curious,Neutral
So far so goo,Neutral
Already helping me learn how to post valuable content,Neutral
SelfReflecting,Neutral
"SOTI FUEL GASOLINE STATION, YOIR CLEAN FUEL....foe every liter you gas up .25cents will go to charity",Positive
I’m liking the education I’m receiving thus far!,Positive
It’s very helpful and understandable.,Positive
Great so far,Positive
Great app very informative,Positive
"They don’t auto-subscribe you without notice — it literally says in small print that you’ll be auto-subscribed. Most of you just didn’t read before agreeing. So instead of complaining, try reading first! Or just use ChatGPT as this program was designed by AI, and you could do the same to build a solid passive income instead of just chasing followers. 🤷🏾‍♂️",Positive
to see how it’s gonna go,Neutral
Customer support was very quick at replying to my emails and were very kind in the way they addressed my concern!,Positive
Good intro/ looking forward to learning more via the app,Positive
This is fantastic !,Positive
I was unaware I had signed up to this expensive app after a £19.99 trial it switched to £59.99!I contacted Rise and they assured me my subscription was cancelled an no funds would be taken...but 6 days later they took £59.99. Now offering 50% refund which I've declined. They now say they will fully refund but will take 14 days!!!,Negative
Very straight forward right to the point no run around ⚔️🐺🫡,Positive
i learned something new,Positive
"Follow the instructions indicated in the guide, to get there to have a good experience",Positive
"See my original one-star review.I had originally written a review warning people to be careful when they trial RiseGuide as they will automatically renew your subscription without any notification. I paid 9,99 EU to trial them but their renewal was 59,99 EU! Very expensive. It fought for weeks to get a refund.In their response to my Trustpilot review, they said they said they are trying to more transparent, which is promising. However, in their reply, they also said they have issued a refund. What they were NOT transparent about is the fact they only issued me a 50% refund. Again, for a company that wants to be transparent, why not say they're issuing a 50% refund? Because it makes them look better. They know exactly what they're doing but not informing their customers about automatic renewals. Their 97% of customers renew their subscription statistic on their website is proof of that. I'd like to know how many customers remain after the first month!",Positive
Still learning,Neutral
Sad to have to give 1 star. Secret subscription. $32 thought one off fee to try. They took $80 without permission - secret subscription beware,Negative
Helping and managing skill mantainance fr best qualitative results,Positive
Clear and reliable content about how to improve Facebook algorithms and outcomes.,Positive
Good basic knowledge,Positive
This app has taught me a lot and I’ve only used it a couple times,Neutral
Contenue interressant,Neutral
Complete scam. Emailed this company weeks ago about being charged twice for the initial app and got no response. No where is it clear that an additional payment would be taken which has came out today and I’d like refunded.This is not clear when going through the Instagram link at all!,Neutral
I learnt things I did not know I could do to attract new audience.,Positive
"Beware!! When exploring the offer from a Facebook link it was not made clear that I was signing up for additional features at an additional cost. Then I found that a monthly direct debit fee had been set up for a subscription that I had not signed up to. I have contacted RiseGuide they did respond offering a partial refund 1/2 I requested a partial refund of $79.99Just read all the fine print, just saying!Date of experience: May 2025",Neutral
Just received my guide. It’s user friendly and great tips that are easy to implement. I’m glad I made this purchase.,Positive
"Material presented was very informative, direct, and clear to understand. Lessons are divided into little blocks that are easy to follow and implement immediately as lessons are being completed. Getting ready to start lesson 2.",Positive
Great product! Very helpful to grow my page!,Positive
Good so far. Just started to use it.,Positive
#devine and amazing,Positive
"So far I have learned only the basics of Instagram algorithim. But, I am happy with the knowlddge adquired.",Positive
"The quality no-fluff info is easy to understand and delivered in short doses, making it easy to digest. I would recommend to fellow creators.",Positive
Is a good experience.,Positive
Good service,Positive
Super good thanks,Positive
Great app. Its helpful,Positive
Definitely worth trying. Thank me later,Positive
"Similar to what others have posted, I have been charged monthly for a service I didn't intend on paying for.  When I tried logging in to the app, it didn't even have my email registered, so there was no way to cancel my subscription!  Judging by the other reviews with similar experiences, I highly recommend people avoid this business and check very closely to what they are agreeing to.  The strategy is to bill you quietly and make it challenging to leave, and it is a poor business practice to trick people into having to pay for things that they just didn't read closely enough.",Neutral
Great start for novices on Insta! Thank you!,Positive
"So far I have liked the lessons, it has helped me to be more intentional in my conversations",Positive
"Simple, bite size, step by step suggestions that make it all seem possible!",Neutral
Easy step by step instructions. I don’t do too well with information overload. So the bite size daily information is helpful,Positive
"So far so good, but i am only on lesson two.",Positive
so far so good. easy to navigate. clear and concise.,Positive
I learned a lot even in the first section!,Positive
"Watch out. When exploring the offer from an Instagram link it was not made clear that I was signing up for additional features at an additional cost. Then I found that a monthly direct debit fee had been set up for a subscription that I had not signed up to. I have contacted RiseGuide multiple times for a refund, but no reply at all.",Neutral
Lesson one provides excellent strategies and actions to impact engagement immediately!,Positive
It made a huge difference,Positive
After one lesson I have learned so much,Positive
"This company is a scammer. They linked my card for regular payments every two weeks $ 50. I did not give consent to this. They did not send me an invoice or a check. I only noticed it in my banking application, which I do not use often. Technical support did not even try to return the money, I blocked the card because I am afraid that they will gradually write off all the funds",Negative
Something I already knew but did not think about,Neutral
So far so good I’m not done yet,Positive
Riseguide apparently does not refund any money for thrie 30 day back guarantee offer but instead continues to charge your even more money. they are NOT responsive and need to be investigated!,Positive
Lessons learned about how TikTok algorithm works!,Neutral
"Simple, clear advice with actionable steps",Neutral
"I purchased a $19.99 product, and Riseguide started helping themselves to $49.99 every month. I missed the first withdrawal, but I noticed the second one. I'm sure they would say that the agreement to subscribe was present in some screen or another, but they do it in such a way that it's easy to miss. This is dishonest. Furthermore, when you go to their website, there is no easy way to just unsubscribe. You have to email them and wait for them to take their own sweet time responding. This is theft by deception. Stay away.",Positive
This company is helping me to understand how to grow my page n get more followers..,Positive
"They seem to be well researched information to read, easy to understand and instant personalized feedback",Positive
I am sceptical and hope this App will really increase my Nummer of followers and interactions. We will see,Positive
Very quick in bullet points to help build an audience and very insightful,Positive
Just wao. Amazing to learn,Positive
It’s simple to follow but gives me the tips I need to carry out daily tasks to grow following,Neutral
"Easy to use, interact with and understand",Positive
It’s great to be learning about what I just don’t know yet,Positive
It’s working!,Neutral
Very insightful and is helping me understand Instagram a little more,Positive
"Quick and Easy to complete the process. I’m keen to complete more lessons and grow, grow, grow. Grandma needs a tiny house.",Positive
"Simple, easy to follow, full with great content",Positive
"Absolutely scammers! Took payments twice! Emailed them and no response! Also checked my bank account that they charged me again! Hope this will make them to respond to me. Comments on Instagram are disabled, now know the reason why!!!",Neutral
It was great and helpful reminder of what is and what is possible.,Positive
I feel like there’s hope for the future,Neutral
"I was charged €15.99, €24.99, and finally €59.99—all without any clear notice or consent. I never used the app, and none of these amounts matched what I originally saw. There were no reminders, invoices, or warnings.Avoid this app at all costs!Update: RiseGuide responded below claiming that a full refund has been successfully processed.This is not true — I have not received any refund, no confirmation, and no communication from them.Their response is misleading and gives a false impression that the issue was resolved, when it clearly was not.",Positive
"Its all there, its quite easy when you understand and get the whole picture breaken down in smart tips. Small cost and high value content at RISE.",Positive
It’s easy to apply,Positive
Réal good investissement,Positive
They debited my account without authorization and they offer zero customer service. Stay away from this company.,Neutral
Lesson one was informative in informing you what to focus on,Neutral
I had a quick and helpful reply when I needed help.,Positive
They ignore you when you cancel your subscription. BEWARE.,Neutral
Too early to tell,Neutral
It was good information,Positive
Great but I haven’t used long enough to see a difference. It’s been less than a minute,Positive
"The customer service team are brilliant, Rose and Aria were both quick, helpful and so kind when I contacted the help support email.I would definitely recommend:)",Positive
The information is easy to follow and allows me to feel confident that I’m not posting and praying!,Positive
It looks like a prpfound placee for grow my buisness,Neutral
Be able to provide from my family and be able to reach other brands,Positive
I have a great expectative to achieve my goal and I know that purchase will be different in my career . Thanks for share with us the knowledge .,Positive
I know the algorithm better now,Positive
I like the interaction and I like the special guest who are teaching the material. They seem to know what they’re talking about and they’re easy to understand. I’m impressed.,Positive
Amazing customer service.I had an issue that was resolved same day. Customer service treated my very well. All were very polite and supportive. Its been a while since i had such a positive experience.,Positive
"This is amazing platform,teaches a lot and is very informative. Great tips to growing your platform for business, or just entertaining etc..",Positive
"Love the short lessons, clear and to the point!",Positive
I thought this more of helping my post reach other people and break algorithms. I do not want to have to do more work.,Positive
It’s good info to remind me to be consistent and authentic,Positive
That good for now but it's the first day...,Positive
I have literally watched the first lesson and am pounded with rate this and share that .. come on can you just let us get into it first?,Positive
Super! Great Informations!,Positive
Looking forward to know much bout this forum,Positive
"I like inside and the knowledge, however would prefer to have sessions as audio book, which would be conviniet to listen while walking and. etc.",Neutral
Very good information,Positive
Very informative!,Positive
This sucks and just took my money,Negative
Iam in the first Steep but i like the way you put the questions and make me think about what i can change to my goal,Positive
I had no idea that algorithms could make me more productive and visible or anything else like CTR on YouTube!,Positive
"I paid for £19 for a month and without warning they took £59 in month two which they claim was an auto renewal.  I got no warning no opportunity to cancel.  They have refused to refund me. Had it been clear when I booked I would have cancelled but it was hidden if it was there at all and certainly not clear. And.I paid via PayPal and due to not having an invoice as I paid online PayPal can’t  dispute it.I feel totally scammed by this company. I hope anyone thinking about a test of their training products  cancels straight away,The only thing that does work is customer services claiming they will not refund.Note to the person replying to this -  really do you want to work for a company like this ? How would you feel if someone took £59 out of your account and you were not expecting it and you were unable to get it back ? Leaves you feeling bad hey ?  There are more fulfilling ways of getting up the career ladder ! And if this product was so good why does this company employ anyone ! lol surely you all be influencers 🙄",Positive
"I tried the app, for my own reasons this wasn’t for me but nothing to do with the quality of the app. I received a wonderful customer service experience, the team members were incredible in handling my request and I really appreciate it. Kind, generous, customer focussed team, great!",Positive
"Excellent Service and Smooth ExperienceBody: I've had a great experience with this company. Their customer service is responsive and genuinely cares about resolving issues. The products are high quality, and delivery was quick. I appreciate how seamless the entire process was. Highly recommended!",Positive
I need homework and step by step actionable things to do instead of just read about,Neutral
Somehow managed to get signed up for a subscription.  Cannot cancel and no customer service.  Now using PayPal resolution services to try to cancel and get refunded.  Hate sneaky subscription services like this!  Beware,Negative
Thank you Rise! I learned a lot today!,Neutral
"I’ve emailed the team 3 times to query a subscription and ask for a refund and to cancel the account immediately - no reply to any message so far. Hoping this review might prompt some assistance.Update - I emailed their team from a different email (not gmail) and got an instant response.I still think that a reminder prior to the switch of rates would be useful, but issue was handled with some satisfaction.",Neutral
Valuable and easy to read information,Positive
Awesome kind and very heart warming,Positive
Great tool. Lots of insights.,Positive
"Warning !! You choose a package. Then after 3 weeks the take more money from your account. I have been charged about 100$ without even agreed to Continue after i purchased a small package. This is fraud !!!! Dont buy anything from Them. They dont give you information that when you buy a specifik package , that you Will be charged even after that. I bought a package for 26$ to try this. 3 weeks after i have been charged for 65$ without even agreed to it. They excuse the subscribtion acitivty , how the hell can they take more money than the package i already bought!?",Positive
"Mi è arrivato un addebito per un abbonamento mensile da 60€, assolutamente non richiesto!Avevo acquistato un periodo di prova a 15€ tramite una sponsorizzata di instagram. Questo non vi autorizza ad appiopparmi un abbonamento automatico.Soprattutto, tramite l'app non è possibile gestire l'abbonamento, quindi non avevo modo di accorgermi di questa cosa. (ho scoperto ora che si poteva fare dal sito internet, peccato che la vostra app non ne faccia menzione)Mi aspettavo un avviso di scadenza del periodo di prova e la possibilità di sottoscrivere un abbonamento e di vederne il prezzo! Di sicuro non mi aspettavo questa sorpresa sgradita!Ho appena scritto al supporto per richiedere la cancellazione.è un peccato perchè io volevo darvi fiducia e provare il vostro servizio per qualche mese prima di giudicare, ma se addebitate dei pagamenti in modo subdolo, avete perso la mia fiducia.Richiedo la cancellazione e il rimborso dell'abbonamento che mi avete appena addebitato.--------I received a charge for a monthly subscription of €60, absolutely unsolicited!I had purchased a trial period for €15 through an Instagram sponsorship. This does not authorize you to foist an automatic subscription on me.Above all, it is not possible to manage the subscription through the app, so I had no way of noticing this. (I have now discovered that it could be done from the website, too bad that your app does not mention it)I expected a notice of the expiration of the trial period and the possibility of signing up for a subscription and seeing the price! I certainly did not expect this unpleasant surprise!I have just written to support to request cancellation.It is a shame because I wanted to trust you and try your service for a few months before judging, but if you charge payments in a sneaky way, you have lost my trust.I request cancellation and reimbursement of the subscription that you have just charged me.",Negative
"Took payment before I could cancel and refused to give refund back, will have to go through mediation and small claim court to get it back",Neutral
Most of this content I already know to do to build my brand,Positive
Best of the West,Positive
Very good explanation of charisma along with supporting research and examples,Positive
User friendly,Positive
Simple to follow but not worth £20.00,Neutral
Very informative,Positive
"I want to grown up my social media, and I trust Rise is better.!",Positive
First Impression is the essence of getting people to be interested in YOU!,Positive
Seems straightforward and solid advice but only just got it so not enough experience yet!,Neutral
useful information,Positive
"So far, so good!",Positive
The tips and trips that you have not considered personally or profesionally are beneficial to daily thinking.,Neutral
"So far, looking good although it's early days as I've only just started reading the guide. I thought it'd have been best to include summary bullet points of takehomes from each chapter/segments read.",Positive
I have just started this is my 3rd day I have not seen anything yet but I still have a month to see changes so I guess I will have a have faith,Neutral
Great reminder on some basics as well as new ideas,Positive
There’s a lot of art to charisma they teach that makes a lot of sense. I had a lot of awww moments.,Positive
Great information lots of insight,Positive
"I recently wanted to cancel my subscription to Riseguide, and realised I hadn't done so the day after payment had been deducted. I emailed the team who organised a refund immediately and paused my subscription. I was really impressed with the speedy communication and the fact that the team was generous enough to send me a refund. I really appreciate it!",Positive
Riseguide it helps you to go varial on tiktok,Neutral
I like the stepwise approach in building a following and understanding the commitment required,Neutral
This guide is opening up my eyes to the endless possibilities of social media. It’s easy to follow and easy to navigate.,Positive
Its like having a daily coach near you guiding u step by step to improving yourself each day..,Neutral
"I’ve enjoyed the course “Dopemine Detox” and find the insights from experts, alongside their practical advice, to be very useful. 4 stars only because it’s quite pricey at $54/month, but otherwise I’ve enjoyed it and learned a lot.",Positive
So far so good. I feel like I’ve already got a lot of good insight in how TikTok works within just the first lesson!,Positive
Just getting started. Excited to see the results.,Positive
Absolute Nitemare!!! Beyond Useless app and when I cancelled 2 months ago they have continued to steal money from my account despite numerous emails and even blocking they card. They change the name and steal more money. Absolute scumbags. Stay well away. Diabolical company,Positive
Thank you it is very user friendly,Positive
"First time ko sa site na ito.sana ito na yong maging daan sa pag angat ng aking followers,engagement at earnings.thank you.",Positive
Easy and to the point lessons,Positive
"Perfect tool to keep a open mind when creating business content, engaging enough to convert viewers into clients.",Positive
So far the course is extremely helpful. It goes deep into your mindset of yourself and giving insight of how to come out of our on way. The most important takeaway everything we have is already within us.,Positive
Easy to follow and helpful!Areas I already work on but I’m able to perfect with the step by step guides.,Positive
I'm just starting but so far it reveals things I didn't know about. Great job.Thank you,Positive
"Doing great, although I am only one lesson in so far but it has been nice and easy",Positive
Scammers I canceled the subscription so still the tools the 60USD and they no response,Neutral
Super easy and helpful guide!,Positive
"So far, I am enjoying learning what the app is teaching me. I hope to make it a great success.",Positive
Very insightful and user friendly. Efficient for very busy people to use.,Positive
This is helping me to grow.my fb  and vuews,Neutral
They are giving great knowledge,Positive
Seems to have the right structure.,Positive
Excellent information and a reassurance that I can get the fundamentals to grow my business with social media 😀,Positive
This app is great.  Very helpful!,Positive
Interesting start,Positive
I learned and follow the instructions. I hope i reach my goal for monetization. Thank you.,Neutral
"Clear, concise and effective!",Positive
I’ve only completed the first part of the learnin but so far so good let’s hope I see the results I want to see 🤗,Positive
Great. Thanks.,Positive
Very simple and straight to the point. We’ll see how it goes but it’s looking bright.,Positive
Great app! Very helpful to overcome social anxiety and other problems.,Positive
I’m just starting and it basically told me what I’ve already been hearing. I need examples for my niche and hard numbers of people in my niche and what they did to achieve success.,Neutral
"Easy to follow, helpful knowledge, and applicable techniques.",Positive
12345678910,Neutral
Good. But could be more customized.,Positive
Yes really gave me somewhere to start,Positive
"Not sure yet, seems ok",Positive
Great app! Recommended it!!!,Positive
Guiding content creators,Neutral
Very informative,Positive
Gives great insight on what to do and what not to do. I see myself being extremely successful in the social media world from applying this information!,Positive
Everything was very thorough and not so jumble togetherIt felt very intimate,Positive
Excellent am happy so the delivery,Positive
"Scam company, they will charge you a recurring monthly cost that you did not sign up for. Also the information is mostly useless and obvious.",Negative
Very informative and eye opening,Positive
It’s new I need more time to assess it properly,Positive
Explain thoroughly,Neutral
"Just started , so far the app looks pretty easy to use",Positive
What made the experience great to me was how detailed and layed out the lessons in a way that just made me instantly understand.,Positive
So far good.,Positive
"I like it so far, but it is too soon to say",Neutral
I'm happy I have discovered this one. Thank you 🙏🏾,Positive
It’s only been a day and I am already bursting with inspiration and content,Neutral
"This is a slimy company. Requested a refund after my account had an unauthorized debit. Held the money in a Friday evening that was pending for a whole week and I couldn't dispute the charge til it was done. This was a 50 dollar lesson and from the looks of other reviews, I had better get a new debit card because it seems as (from reading other reviews) they will continue to debit your account. What a way to run a business. Trash.",Positive
"SCAM! They say they’ll email you when your “trial” period is about to end but there’s not a single email from them, not even for the trial sign up. I received no email confirmations of a subscription plan nor can I view a subscription plan on my account. This makes it rather hard for a consumer to find the associated fees and track subscription costs, and I find this rather deceptive that I cannot view my active subscriptions on my account. Their  prices and subscription costs are not easily viewable on the site and I had to answer a whole questionnaire again to find the pricing. Since you can’t view your subscription on your account, you can’t even cancel it. You have to email them to request cancellation, but they have stated they will offer no refunds for change of mind or not realising the trial period has ended, or not realising subscription costs. So you end up copping a £59.99 fee!",Neutral
Great app! Wonderful info !,Positive
i really want my money back. you trick people.,Neutral
Grow my Instagram,Neutral
This is a Scam. They would keep deducting money even after complaining and unsubscribing. Won't provide their contact for direct contact. Never resolve the complaint over the email,Neutral
Interesting content. Would be good to have some audio narrative too for those people with dyslexia,Positive
"Oh yes, of course. As long as it works out.",Neutral
"Finally, a training which delivers.",Neutral
"It's helpful,.for confuse person like me.",Neutral
"Terrible Experience – Avoid at All CostsThis business is incredibly dishonest and unprofessional. I was charged for services I never agreed to, and when I requested a refund, I was flat-out denied. It feels like their entire model is built on misleading fine print and taking advantage of customers. Communication is poor, accountability is nonexistent, and they clearly have no interest in doing right by the people they serve. Save yourself the frustration — take your money elsewhere. I will be warning as many people as possible to stay away from this company.",Neutral
Just started,Neutral
I like how they guide you to the right kind of introspection of yourself and your habits.,Positive
"The same as a lot of people it seems, they´ve charged me 4 times and only offer a 50% refund on the last payment.  Scam unfortunately.  They got me.  I´ve handed it over to paypal to see if i can get a refund.**Update** Payment refunded.  I received a nice email and they refunded immediately.",Neutral
"Rubbish, didn't know I was signing up for a subscription thought it was just a one off payment. Charged me more for the ""subscription"" then I ever did for the one off. Couldn't get refunded and the cancellation process is useless, no easy way, had to read the small print to find out to cancel you had to email support. Overall rubbish service with rubbish interface and generic information.",Neutral
I am still lost because I didn’t understand much about it,Positive
"User interface is great. The information is delivered in a clear and visually appealing way, making it easy for anyone to follow along.So far, the information is extremely useful and is helping me to reevaluate my approach.",Positive
Best app for building confidence,Positive
Just getting started but appears to be informative!,Neutral
Ok ok ok ok okay,Positive
havent learned anythung new yet but i m sure i will,Positive
They do payment without permission...,Neutral
Good start. Looking forward…,Positive
"Great app. Bro simple and to the point. Small bite sized lessons, which is perfect. Not too much information at a time, just a little bit every day. Just enough to ponder on and sleep on and let it sink in. Really enjoying it",Positive
"I would give them a zero if I could! I cannot comment on their content as I have never even downloaded the app! But in spite of that, and in spite of multiple emails to them, they have now charged me USD120 overall! Again - I have never even downloaded the app.",Neutral
The content is broken in digestible bits which easily integrates in my busy schedule. Thanks!,Neutral
Only been on it a short time but it’s making sense.,Neutral
SCAM - do not use! They claim you'll be sent an email before charging you again after trial period. They didn't send the email and charged an additional fee without any extra services provided. Refund is impossible.,Negative
First lesson gave me new ideas,Positive
"All clear, detailed and easy to understand",Positive
The short lessons for people who might have short attention span is working for me,Neutral
Helpful and contructive,Neutral
Good better,Positive
"Clear explanations, details and examples help a lot.",Positive
I was scam by RiseGuide. I never use their service and I cancel but it was never canceled in Paypal and they took another US$99 from me.,Neutral
In the first lesson I learned what TikTok wants from creators not to over think things and present perfect content,Positive
"Unfortunately, they charged me without my consent or prior notice. Their application does not provide any option to cancel, and there is no clear information stating that they would charge $19 every  month. I make chargeback",Negative
i am sorry to claim that but they charged me without my approval or information.Their application dont have any cancellation option and it writes nowhere that they will charge 50 USD/month.,Negative
It was good reading and learning more about what goal to reach when posting a video for it to boost more viewers and followers.,Positive
Mega app super,Positive
So far the app is training me to think like the customer I want and I find it to be very helpful.,Positive
